antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'fatigue', 'cough', 'malaise'})","frozenset({'chest_pain', 'phlegm'})",0.07317073170731707,0.07317073170731707,0.07317073170731707,1.0,13.666666666666668,1.0,0.06781677572873289,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'fatigue', 'malaise', 'phlegm'})","frozenset({'chest_pain', 'cough'})",0.07317073170731707,0.0975609756097561,0.07317073170731707,1.0,10.25,1.0,0.0660321237358715,inf,0.9736842105263156,0.75,1.0,0.875
"frozenset({'chest_pain', 'phlegm'})","frozenset({'fatigue', 'cough', 'malaise'})",0.07317073170731707,0.07317073170731707,0.07317073170731707,1.0,13.666666666666668,1.0,0.06781677572873289,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'fatigue', 'chest_pain'})","frozenset({'cough', 'malaise', 'phlegm'})",0.07317073170731707,0.07317073170731707,0.07317073170731707,1.0,13.666666666666668,1.0,0.06781677572873289,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'chest_pain', 'malaise'})","frozenset({'fatigue', 'cough', 'phlegm'})",0.07317073170731707,0.07317073170731707,0.07317073170731707,1.0,13.666666666666668,1.0,0.06781677572873289,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'cough', 'phlegm'})","frozenset({'fatigue', 'chest_pain', 'malaise'})",0.07317073170731707,0.07317073170731707,0.07317073170731707,1.0,13.666666666666668,1.0,0.06781677572873289,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'cough', 'malaise'})","frozenset({'fatigue', 'chest_pain', 'phlegm'})",0.07317073170731707,0.07317073170731707,0.07317073170731707,1.0,13.666666666666668,1.0,0.06781677572873289,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'breathlessness', 'cough'})",frozenset({'high_fever'}),0.07317073170731707,0.2926829268292683,0.07317073170731707,1.0,3.416666666666667,1.0,0.051754907792980365,inf,0.7631578947368419,0.25,1.0,0.625
"frozenset({'breathlessness', 'high_fever'})",frozenset({'cough'}),0.07317073170731707,0.12195121951219512,0.07317073170731707,1.0,8.200000000000001,1.0,0.06424747174301011,inf,0.9473684210526315,0.5999999999999999,1.0,0.8
"frozenset({'breathlessness', 'fatigue'})",frozenset({'cough'}),0.07317073170731707,0.12195121951219512,0.07317073170731707,1.0,8.200000000000001,1.0,0.06424747174301011,inf,0.9473684210526315,0.5999999999999999,1.0,0.8
"frozenset({'chest_pain', 'phlegm'})","frozenset({'malaise', 'cough', 'high_fever'})",0.07317073170731707,0.07317073170731707,0.07317073170731707,1.0,13.666666666666668,1.0,0.06781677572873289,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'chest_pain', 'malaise'})","frozenset({'cough', 'high_fever', 'phlegm'})",0.07317073170731707,0.07317073170731707,0.07317073170731707,1.0,13.666666666666668,1.0,0.06781677572873289,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'cough', 'phlegm'})","frozenset({'malaise', 'chest_pain', 'high_fever'})",0.07317073170731707,0.07317073170731707,0.07317073170731707,1.0,13.666666666666668,1.0,0.06781677572873289,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'cough', 'malaise'})","frozenset({'chest_pain', 'high_fever', 'phlegm'})",0.07317073170731707,0.07317073170731707,0.07317073170731707,1.0,13.666666666666668,1.0,0.06781677572873289,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'malaise', 'phlegm'})","frozenset({'chest_pain', 'cough', 'high_fever'})",0.07317073170731707,0.07317073170731707,0.07317073170731707,1.0,13.666666666666668,1.0,0.06781677572873289,inf,0.9999999999999998,1.0,1.0,1.0
frozenset({'phlegm'}),"frozenset({'malaise', 'chest_pain', 'cough', 'high_fever'})",0.07317073170731707,0.07317073170731707,0.07317073170731707,1.0,13.666666666666668,1.0,0.06781677572873289,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'fatigue', 'chest_pain', 'cough', 'phlegm'})",frozenset({'malaise'}),0.07317073170731707,0.14634146341463414,0.07317073170731707,1.0,6.833333333333334,1.0,0.06246281975014872,inf,0.9210526315789472,0.5000000000000001,1.0,0.75
"frozenset({'chest_pain', 'cough', 'malaise', 'phlegm'})",frozenset({'fatigue'}),0.07317073170731707,0.4146341463414634,0.07317073170731707,1.0,2.4117647058823533,1.0,0.04283164782867341,inf,0.631578947368421,0.17647058823529413,1.0,0.5882352941176471
"frozenset({'fatigue', 'chest_pain', 'cough', 'malaise'})",frozenset({'phlegm'}),0.07317073170731707,0.07317073170731707,0.07317073170731707,1.0,13.666666666666668,1.0,0.06781677572873289,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'fatigue', 'chest_pain', 'malaise', 'phlegm'})",frozenset({'cough'}),0.07317073170731707,0.12195121951219512,0.07317073170731707,1.0,8.200000000000001,1.0,0.06424747174301011,inf,0.9473684210526315,0.5999999999999999,1.0,0.8
"frozenset({'fatigue', 'cough', 'malaise', 'phlegm'})",frozenset({'chest_pain'}),0.07317073170731707,0.14634146341463414,0.07317073170731707,1.0,6.833333333333334,1.0,0.06246281975014872,inf,0.9210526315789472,0.5000000000000001,1.0,0.75
"frozenset({'chest_pain', 'cough', 'phlegm'})","frozenset({'fatigue', 'malaise'})",0.07317073170731707,0.14634146341463414,0.07317073170731707,1.0,6.833333333333334,1.0,0.06246281975014872,inf,0.9210526315789472,0.5000000000000001,1.0,0.75
"frozenset({'breathlessness', 'chest_pain'})",frozenset({'sweating'}),0.07317073170731707,0.14634146341463414,0.07317073170731707,1.0,6.833333333333334,1.0,0.06246281975014872,inf,0.9210526315789472,0.5000000000000001,1.0,0.75
"frozenset({'breathlessness', 'sweating'})",frozenset({'chest_pain'}),0.07317073170731707,0.14634146341463414,0.07317073170731707,1.0,6.833333333333334,1.0,0.06246281975014872,inf,0.9210526315789472,0.5000000000000001,1.0,0.75
"frozenset({'chest_pain', 'sweating'})",frozenset({'breathlessness'}),0.07317073170731707,0.0975609756097561,0.07317073170731707,1.0,10.25,1.0,0.0660321237358715,inf,0.9736842105263156,0.75,1.0,0.875
"frozenset({'fatigue', 'chest_pain', 'cough'})","frozenset({'malaise', 'phlegm'})",0.07317073170731707,0.07317073170731707,0.07317073170731707,1.0,13.666666666666668,1.0,0.06781677572873289,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'swelled_lymph_nodes', 'fatigue'})",frozenset({'malaise'}),0.07317073170731707,0.14634146341463414,0.07317073170731707,1.0,6.833333333333334,1.0,0.06246281975014872,inf,0.9210526315789472,0.5000000000000001,1.0,0.75
"frozenset({'swelled_lymph_nodes', 'malaise'})",frozenset({'fatigue'}),0.07317073170731707,0.4146341463414634,0.07317073170731707,1.0,2.4117647058823533,1.0,0.04283164782867341,inf,0.631578947368421,0.17647058823529413,1.0,0.5882352941176471
frozenset({'swelled_lymph_nodes'}),"frozenset({'fatigue', 'malaise'})",0.07317073170731707,0.14634146341463414,0.07317073170731707,1.0,6.833333333333334,1.0,0.06246281975014872,inf,0.9210526315789472,0.5000000000000001,1.0,0.75
"frozenset({'chest_pain', 'cough', 'malaise', 'phlegm'})",frozenset({'high_fever'}),0.07317073170731707,0.2926829268292683,0.07317073170731707,1.0,3.416666666666667,1.0,0.051754907792980365,inf,0.7631578947368419,0.25,1.0,0.625
"frozenset({'chest_pain', 'cough', 'high_fever'})","frozenset({'malaise', 'phlegm'})",0.07317073170731707,0.07317073170731707,0.07317073170731707,1.0,13.666666666666668,1.0,0.06781677572873289,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'chest_pain', 'high_fever', 'phlegm'})","frozenset({'cough', 'malaise'})",0.07317073170731707,0.07317073170731707,0.07317073170731707,1.0,13.666666666666668,1.0,0.06781677572873289,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'malaise', 'chest_pain', 'high_fever'})","frozenset({'cough', 'phlegm'})",0.07317073170731707,0.07317073170731707,0.07317073170731707,1.0,13.666666666666668,1.0,0.06781677572873289,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'cough', 'high_fever', 'phlegm'})","frozenset({'chest_pain', 'malaise'})",0.07317073170731707,0.07317073170731707,0.07317073170731707,1.0,13.666666666666668,1.0,0.06781677572873289,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'malaise', 'cough', 'high_fever'})","frozenset({'chest_pain', 'phlegm'})",0.07317073170731707,0.07317073170731707,0.07317073170731707,1.0,13.666666666666668,1.0,0.06781677572873289,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'malaise', 'high_fever', 'phlegm'})","frozenset({'chest_pain', 'cough'})",0.07317073170731707,0.0975609756097561,0.07317073170731707,1.0,10.25,1.0,0.0660321237358715,inf,0.9736842105263156,0.75,1.0,0.875
"frozenset({'chest_pain', 'cough', 'phlegm'})","frozenset({'malaise', 'high_fever'})",0.07317073170731707,0.12195121951219512,0.07317073170731707,1.0,8.200000000000001,1.0,0.06424747174301011,inf,0.9473684210526315,0.5999999999999999,1.0,0.8
"frozenset({'chest_pain', 'cough', 'malaise'})","frozenset({'high_fever', 'phlegm'})",0.07317073170731707,0.07317073170731707,0.07317073170731707,1.0,13.666666666666668,1.0,0.06781677572873289,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'chest_pain', 'malaise', 'phlegm'})","frozenset({'cough', 'high_fever'})",0.07317073170731707,0.0975609756097561,0.07317073170731707,1.0,10.25,1.0,0.0660321237358715,inf,0.9736842105263156,0.75,1.0,0.875
"frozenset({'cough', 'malaise', 'phlegm'})","frozenset({'chest_pain', 'high_fever'})",0.07317073170731707,0.07317073170731707,0.07317073170731707,1.0,13.666666666666668,1.0,0.06781677572873289,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'chest_pain', 'high_fever'})","frozenset({'cough', 'malaise', 'phlegm'})",0.07317073170731707,0.07317073170731707,0.07317073170731707,1.0,13.666666666666668,1.0,0.06781677572873289,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'high_fever', 'phlegm'})","frozenset({'chest_pain', 'cough', 'malaise'})",0.07317073170731707,0.07317073170731707,0.07317073170731707,1.0,13.666666666666668,1.0,0.06781677572873289,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'high_fever', 'phlegm'})","frozenset({'fatigue', 'chest_pain', 'malaise'})",0.07317073170731707,0.07317073170731707,0.07317073170731707,1.0,13.666666666666668,1.0,0.06781677572873289,inf,0.9999999999999998,1.0,1.0,1.0
frozenset({'swelled_lymph_nodes'}),frozenset({'malaise'}),0.07317073170731707,0.14634146341463414,0.07317073170731707,1.0,6.833333333333334,1.0,0.06246281975014872,inf,0.9210526315789472,0.5000000000000001,1.0,0.75
frozenset({'phlegm'}),frozenset({'malaise'}),0.07317073170731707,0.14634146341463414,0.07317073170731707,1.0,6.833333333333334,1.0,0.06246281975014872,inf,0.9210526315789472,0.5000000000000001,1.0,0.75
frozenset({'mild_fever'}),frozenset({'loss_of_appetite'}),0.07317073170731707,0.24390243902439024,0.07317073170731707,1.0,4.1000000000000005,1.0,0.05532421177870315,inf,0.8157894736842104,0.3,1.0,0.65
"frozenset({'yellowing_of_eyes', 'joint_pain'})",frozenset({'loss_of_appetite'}),0.07317073170731707,0.24390243902439024,0.07317073170731707,1.0,4.1000000000000005,1.0,0.05532421177870315,inf,0.8157894736842104,0.3,1.0,0.65
"frozenset({'joint_pain', 'stomach_pain'})",frozenset({'loss_of_appetite'}),0.07317073170731707,0.24390243902439024,0.07317073170731707,1.0,4.1000000000000005,1.0,0.05532421177870315,inf,0.8157894736842104,0.3,1.0,0.65
"frozenset({'chest_pain', 'phlegm'})","frozenset({'fatigue', 'malaise', 'high_fever'})",0.07317073170731707,0.12195121951219512,0.07317073170731707,1.0,8.200000000000001,1.0,0.06424747174301011,inf,0.9473684210526315,0.5999999999999999,1.0,0.8
"frozenset({'fatigue', 'chest_pain'})","frozenset({'malaise', 'high_fever', 'phlegm'})",0.07317073170731707,0.07317073170731707,0.07317073170731707,1.0,13.666666666666668,1.0,0.06781677572873289,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'chest_pain', 'malaise'})","frozenset({'fatigue', 'high_fever', 'phlegm'})",0.07317073170731707,0.07317073170731707,0.07317073170731707,1.0,13.666666666666668,1.0,0.06781677572873289,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'fatigue', 'phlegm'})","frozenset({'malaise', 'chest_pain', 'high_fever'})",0.07317073170731707,0.07317073170731707,0.07317073170731707,1.0,13.666666666666668,1.0,0.06781677572873289,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'malaise', 'phlegm'})","frozenset({'fatigue', 'chest_pain', 'high_fever'})",0.07317073170731707,0.07317073170731707,0.07317073170731707,1.0,13.666666666666668,1.0,0.06781677572873289,inf,0.9999999999999998,1.0,1.0,1.0
frozenset({'phlegm'}),"frozenset({'malaise', 'fatigue', 'chest_pain', 'high_fever'})",0.07317073170731707,0.07317073170731707,0.07317073170731707,1.0,13.666666666666668,1.0,0.06781677572873289,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'chest_pain', 'cough', 'high_fever', 'phlegm'})",frozenset({'malaise'}),0.07317073170731707,0.14634146341463414,0.07317073170731707,1.0,6.833333333333334,1.0,0.06246281975014872,inf,0.9210526315789472,0.5000000000000001,1.0,0.75
"frozenset({'malaise', 'chest_pain', 'cough', 'high_fever'})",frozenset({'phlegm'}),0.07317073170731707,0.07317073170731707,0.07317073170731707,1.0,13.666666666666668,1.0,0.06781677572873289,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'malaise', 'chest_pain', 'high_fever', 'phlegm'})",frozenset({'cough'}),0.07317073170731707,0.12195121951219512,0.07317073170731707,1.0,8.200000000000001,1.0,0.06424747174301011,inf,0.9473684210526315,0.5999999999999999,1.0,0.8
"frozenset({'malaise', 'cough', 'high_fever', 'phlegm'})",frozenset({'chest_pain'}),0.07317073170731707,0.14634146341463414,0.07317073170731707,1.0,6.833333333333334,1.0,0.06246281975014872,inf,0.9210526315789472,0.5000000000000001,1.0,0.75
"frozenset({'malaise', 'chest_pain', 'high_fever', 'phlegm'})",frozenset({'fatigue'}),0.07317073170731707,0.4146341463414634,0.07317073170731707,1.0,2.4117647058823533,1.0,0.04283164782867341,inf,0.631578947368421,0.17647058823529413,1.0,0.5882352941176471
"frozenset({'itching', 'yellowish_skin'})",frozenset({'stomach_pain'}),0.07317073170731707,0.2682926829268293,0.07317073170731707,1.0,3.727272727272727,1.0,0.05353955978584175,inf,0.7894736842105261,0.2727272727272727,1.0,0.6363636363636364
"frozenset({'high_fever', 'stomach_pain'})",frozenset({'vomiting'}),0.07317073170731707,0.4146341463414634,0.07317073170731707,1.0,2.4117647058823533,1.0,0.04283164782867341,inf,0.631578947368421,0.17647058823529413,1.0,0.5882352941176471
"frozenset({'malaise', 'fatigue', 'chest_pain', 'high_fever'})",frozenset({'phlegm'}),0.07317073170731707,0.07317073170731707,0.07317073170731707,1.0,13.666666666666668,1.0,0.06781677572873289,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'fatigue', 'malaise', 'high_fever', 'phlegm'})",frozenset({'chest_pain'}),0.07317073170731707,0.14634146341463414,0.07317073170731707,1.0,6.833333333333334,1.0,0.06246281975014872,inf,0.9210526315789472,0.5000000000000001,1.0,0.75
"frozenset({'fatigue', 'chest_pain', 'malaise', 'phlegm'})",frozenset({'high_fever'}),0.07317073170731707,0.2926829268292683,0.07317073170731707,1.0,3.416666666666667,1.0,0.051754907792980365,inf,0.7631578947368419,0.25,1.0,0.625
"frozenset({'chest_pain', 'high_fever', 'phlegm'})","frozenset({'fatigue', 'malaise'})",0.07317073170731707,0.14634146341463414,0.07317073170731707,1.0,6.833333333333334,1.0,0.06246281975014872,inf,0.9210526315789472,0.5000000000000001,1.0,0.75
"frozenset({'fatigue', 'chest_pain', 'high_fever'})","frozenset({'malaise', 'phlegm'})",0.07317073170731707,0.07317073170731707,0.07317073170731707,1.0,13.666666666666668,1.0,0.06781677572873289,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'malaise', 'chest_pain', 'high_fever'})","frozenset({'fatigue', 'phlegm'})",0.07317073170731707,0.07317073170731707,0.07317073170731707,1.0,13.666666666666668,1.0,0.06781677572873289,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'fatigue', 'high_fever', 'phlegm'})","frozenset({'chest_pain', 'malaise'})",0.07317073170731707,0.07317073170731707,0.07317073170731707,1.0,13.666666666666668,1.0,0.06781677572873289,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'malaise', 'high_fever', 'phlegm'})","frozenset({'fatigue', 'chest_pain'})",0.07317073170731707,0.07317073170731707,0.07317073170731707,1.0,13.666666666666668,1.0,0.06781677572873289,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'fatigue', 'chest_pain', 'phlegm'})","frozenset({'malaise', 'high_fever'})",0.07317073170731707,0.12195121951219512,0.07317073170731707,1.0,8.200000000000001,1.0,0.06424747174301011,inf,0.9473684210526315,0.5999999999999999,1.0,0.8
"frozenset({'chest_pain', 'malaise', 'phlegm'})","frozenset({'fatigue', 'high_fever'})",0.07317073170731707,0.21951219512195122,0.07317073170731707,1.0,4.555555555555555,1.0,0.057108863771564544,inf,0.8421052631578947,0.33333333333333337,1.0,0.6666666666666666
"frozenset({'fatigue', 'chest_pain', 'malaise'})","frozenset({'high_fever', 'phlegm'})",0.07317073170731707,0.07317073170731707,0.07317073170731707,1.0,13.666666666666668,1.0,0.06781677572873289,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'fatigue', 'malaise', 'phlegm'})","frozenset({'chest_pain', 'high_fever'})",0.07317073170731707,0.07317073170731707,0.07317073170731707,1.0,13.666666666666668,1.0,0.06781677572873289,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'chest_pain', 'high_fever'})","frozenset({'fatigue', 'malaise', 'phlegm'})",0.07317073170731707,0.07317073170731707,0.07317073170731707,1.0,13.666666666666668,1.0,0.06781677572873289,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'swelled_lymph_nodes', 'high_fever'})",frozenset({'malaise'}),0.07317073170731707,0.14634146341463414,0.07317073170731707,1.0,6.833333333333334,1.0,0.06246281975014872,inf,0.9210526315789472,0.5000000000000001,1.0,0.75
frozenset({'swelled_lymph_nodes'}),"frozenset({'high_fever', 'malaise'})",0.07317073170731707,0.12195121951219512,0.07317073170731707,1.0,8.200000000000001,1.0,0.06424747174301011,inf,0.9473684210526315,0.5999999999999999,1.0,0.8
"frozenset({'malaise', 'phlegm'})",frozenset({'high_fever'}),0.07317073170731707,0.2926829268292683,0.07317073170731707,1.0,3.416666666666667,1.0,0.051754907792980365,inf,0.7631578947368419,0.25,1.0,0.625
"frozenset({'high_fever', 'phlegm'})",frozenset({'malaise'}),0.07317073170731707,0.14634146341463414,0.07317073170731707,1.0,6.833333333333334,1.0,0.06246281975014872,inf,0.9210526315789472,0.5000000000000001,1.0,0.75
frozenset({'phlegm'}),"frozenset({'high_fever', 'malaise'})",0.07317073170731707,0.12195121951219512,0.07317073170731707,1.0,8.200000000000001,1.0,0.06424747174301011,inf,0.9473684210526315,0.5999999999999999,1.0,0.8
"frozenset({'yellowish_skin', 'joint_pain', 'nausea'})",frozenset({'stomach_pain'}),0.07317073170731707,0.2682926829268293,0.07317073170731707,1.0,3.727272727272727,1.0,0.05353955978584175,inf,0.7894736842105261,0.2727272727272727,1.0,0.6363636363636364
"frozenset({'yellowish_skin', 'joint_pain', 'stomach_pain'})",frozenset({'nausea'}),0.07317073170731707,0.24390243902439024,0.07317073170731707,1.0,4.1000000000000005,1.0,0.05532421177870315,inf,0.8157894736842104,0.3,1.0,0.65
"frozenset({'stomach_pain', 'joint_pain', 'nausea'})",frozenset({'yellowish_skin'}),0.07317073170731707,0.1951219512195122,0.07317073170731707,1.0,5.125,1.0,0.05889351576442593,inf,0.8684210526315788,0.37499999999999994,1.0,0.6875
"frozenset({'yellowish_skin', 'joint_pain'})","frozenset({'stomach_pain', 'nausea'})",0.07317073170731707,0.12195121951219512,0.07317073170731707,1.0,8.200000000000001,1.0,0.06424747174301011,inf,0.9473684210526315,0.5999999999999999,1.0,0.8
"frozenset({'joint_pain', 'stomach_pain'})","frozenset({'yellowish_skin', 'nausea'})",0.07317073170731707,0.12195121951219512,0.07317073170731707,1.0,8.200000000000001,1.0,0.06424747174301011,inf,0.9473684210526315,0.5999999999999999,1.0,0.8
"frozenset({'yellowing_of_eyes', 'joint_pain', 'nausea'})",frozenset({'stomach_pain'}),0.07317073170731707,0.2682926829268293,0.07317073170731707,1.0,3.727272727272727,1.0,0.05353955978584175,inf,0.7894736842105261,0.2727272727272727,1.0,0.6363636363636364
"frozenset({'yellowing_of_eyes', 'joint_pain', 'stomach_pain'})",frozenset({'nausea'}),0.07317073170731707,0.24390243902439024,0.07317073170731707,1.0,4.1000000000000005,1.0,0.05532421177870315,inf,0.8157894736842104,0.3,1.0,0.65
"frozenset({'stomach_pain', 'joint_pain', 'nausea'})",frozenset({'yellowing_of_eyes'}),0.07317073170731707,0.17073170731707318,0.07317073170731707,1.0,5.857142857142857,1.0,0.06067816775728732,inf,0.8947368421052629,0.4285714285714286,1.0,0.7142857142857142
"frozenset({'yellowing_of_eyes', 'joint_pain'})","frozenset({'stomach_pain', 'nausea'})",0.07317073170731707,0.12195121951219512,0.07317073170731707,1.0,8.200000000000001,1.0,0.06424747174301011,inf,0.9473684210526315,0.5999999999999999,1.0,0.8
"frozenset({'joint_pain', 'stomach_pain'})","frozenset({'yellowing_of_eyes', 'nausea'})",0.07317073170731707,0.12195121951219512,0.07317073170731707,1.0,8.200000000000001,1.0,0.06424747174301011,inf,0.9473684210526315,0.5999999999999999,1.0,0.8
"frozenset({'fatigue', 'chest_pain', 'high_fever', 'phlegm'})",frozenset({'malaise'}),0.07317073170731707,0.14634146341463414,0.07317073170731707,1.0,6.833333333333334,1.0,0.06246281975014872,inf,0.9210526315789472,0.5000000000000001,1.0,0.75
"frozenset({'yellowing_of_eyes', 'joint_pain', 'stomach_pain'})",frozenset({'vomiting'}),0.07317073170731707,0.4146341463414634,0.07317073170731707,1.0,2.4117647058823533,1.0,0.04283164782867341,inf,0.631578947368421,0.17647058823529413,1.0,0.5882352941176471
"frozenset({'stomach_pain', 'joint_pain', 'vomiting'})",frozenset({'yellowing_of_eyes'}),0.07317073170731707,0.17073170731707318,0.07317073170731707,1.0,5.857142857142857,1.0,0.06067816775728732,inf,0.8947368421052629,0.4285714285714286,1.0,0.7142857142857142
"frozenset({'yellowing_of_eyes', 'joint_pain'})","frozenset({'stomach_pain', 'vomiting'})",0.07317073170731707,0.21951219512195122,0.07317073170731707,1.0,4.555555555555555,1.0,0.057108863771564544,inf,0.8421052631578947,0.33333333333333337,1.0,0.6666666666666666
"frozenset({'joint_pain', 'stomach_pain'})","frozenset({'yellowing_of_eyes', 'vomiting'})",0.07317073170731707,0.12195121951219512,0.07317073170731707,1.0,8.200000000000001,1.0,0.06424747174301011,inf,0.9473684210526315,0.5999999999999999,1.0,0.8
"frozenset({'yellowing_of_eyes', 'yellowish_skin', 'joint_pain'})",frozenset({'nausea'}),0.07317073170731707,0.24390243902439024,0.07317073170731707,1.0,4.1000000000000005,1.0,0.05532421177870315,inf,0.8157894736842104,0.3,1.0,0.65
"frozenset({'yellowing_of_eyes', 'joint_pain', 'nausea'})",frozenset({'yellowish_skin'}),0.07317073170731707,0.1951219512195122,0.07317073170731707,1.0,5.125,1.0,0.05889351576442593,inf,0.8684210526315788,0.37499999999999994,1.0,0.6875
"frozenset({'yellowish_skin', 'joint_pain', 'nausea'})",frozenset({'yellowing_of_eyes'}),0.07317073170731707,0.17073170731707318,0.07317073170731707,1.0,5.857142857142857,1.0,0.06067816775728732,inf,0.8947368421052629,0.4285714285714286,1.0,0.7142857142857142
"frozenset({'yellowing_of_eyes', 'joint_pain'})","frozenset({'yellowish_skin', 'nausea'})",0.07317073170731707,0.12195121951219512,0.07317073170731707,1.0,8.200000000000001,1.0,0.06424747174301011,inf,0.9473684210526315,0.5999999999999999,1.0,0.8
"frozenset({'yellowish_skin', 'joint_pain'})","frozenset({'yellowing_of_eyes', 'nausea'})",0.07317073170731707,0.12195121951219512,0.07317073170731707,1.0,8.200000000000001,1.0,0.06424747174301011,inf,0.9473684210526315,0.5999999999999999,1.0,0.8
"frozenset({'yellowish_skin', 'joint_pain', 'nausea'})",frozenset({'vomiting'}),0.07317073170731707,0.4146341463414634,0.07317073170731707,1.0,2.4117647058823533,1.0,0.04283164782867341,inf,0.631578947368421,0.17647058823529413,1.0,0.5882352941176471
"frozenset({'yellowish_skin', 'joint_pain', 'vomiting'})",frozenset({'nausea'}),0.07317073170731707,0.24390243902439024,0.07317073170731707,1.0,4.1000000000000005,1.0,0.05532421177870315,inf,0.8157894736842104,0.3,1.0,0.65
"frozenset({'yellowish_skin', 'joint_pain'})","frozenset({'vomiting', 'nausea'})",0.07317073170731707,0.21951219512195122,0.07317073170731707,1.0,4.555555555555555,1.0,0.057108863771564544,inf,0.8421052631578947,0.33333333333333337,1.0,0.6666666666666666
"frozenset({'yellowing_of_eyes', 'joint_pain', 'nausea'})",frozenset({'vomiting'}),0.07317073170731707,0.4146341463414634,0.07317073170731707,1.0,2.4117647058823533,1.0,0.04283164782867341,inf,0.631578947368421,0.17647058823529413,1.0,0.5882352941176471
"frozenset({'yellowing_of_eyes', 'joint_pain', 'vomiting'})",frozenset({'nausea'}),0.07317073170731707,0.24390243902439024,0.07317073170731707,1.0,4.1000000000000005,1.0,0.05532421177870315,inf,0.8157894736842104,0.3,1.0,0.65
"frozenset({'yellowing_of_eyes', 'joint_pain'})","frozenset({'vomiting', 'nausea'})",0.07317073170731707,0.21951219512195122,0.07317073170731707,1.0,4.555555555555555,1.0,0.057108863771564544,inf,0.8421052631578947,0.33333333333333337,1.0,0.6666666666666666
"frozenset({'swelled_lymph_nodes', 'malaise'})",frozenset({'high_fever'}),0.07317073170731707,0.2926829268292683,0.07317073170731707,1.0,3.416666666666667,1.0,0.051754907792980365,inf,0.7631578947368419,0.25,1.0,0.625
"frozenset({'yellowish_skin', 'joint_pain'})","frozenset({'yellowing_of_eyes', 'vomiting'})",0.07317073170731707,0.12195121951219512,0.07317073170731707,1.0,8.200000000000001,1.0,0.06424747174301011,inf,0.9473684210526315,0.5999999999999999,1.0,0.8
"frozenset({'yellowing_of_eyes', 'yellowish_skin', 'joint_pain'})",frozenset({'stomach_pain'}),0.07317073170731707,0.2682926829268293,0.07317073170731707,1.0,3.727272727272727,1.0,0.05353955978584175,inf,0.7894736842105261,0.2727272727272727,1.0,0.6363636363636364
"frozenset({'headache', 'muscle_pain'})",frozenset({'high_fever'}),0.07317073170731707,0.2926829268292683,0.07317073170731707,1.0,3.416666666666667,1.0,0.051754907792980365,inf,0.7631578947368419,0.25,1.0,0.625
"frozenset({'muscle_pain', 'high_fever'})",frozenset({'headache'}),0.07317073170731707,0.24390243902439024,0.07317073170731707,1.0,4.1000000000000005,1.0,0.05532421177870315,inf,0.8157894736842104,0.3,1.0,0.65
"frozenset({'headache', 'malaise'})",frozenset({'high_fever'}),0.07317073170731707,0.2926829268292683,0.07317073170731707,1.0,3.416666666666667,1.0,0.051754907792980365,inf,0.7631578947368419,0.25,1.0,0.625
"frozenset({'yellowing_of_eyes', 'joint_pain', 'stomach_pain'})",frozenset({'yellowish_skin'}),0.07317073170731707,0.1951219512195122,0.07317073170731707,1.0,5.125,1.0,0.05889351576442593,inf,0.8684210526315788,0.37499999999999994,1.0,0.6875
